id,name,category,sub_category,address,latitude,longitude,artist,year,description,material
267,Marquis of Linlithgow,Artworks & Fountains,Statue,Marquis of Linlithgow Memorial Reserve,-37.82666405636878,144.9719166488942,"Rhind, William Birnie",1911,"A bronze equestrian statue of  Marquis of Linlithgow on a granite pedestal. A bronze equestrian statue of Marquis of Linlithgow on a granite pedestal. John Adrian Lewis Hope, the Earl of Hopetoun, arrived in Australia to serve as the governor of Victoria from 1889 to 1895. During these years he travelled widely, investigating social conditions and alleviating hardship where he could. He returned to England in 1895, with a reputation for being one of the most conscientious governors in Australia. He returned to Australia in 1901 to become the new federation's first governor-general, but his popularity quickly waned, in part because his expenses were perceived as exorbitant. He resigned from his position a year later and returned to his native Scotland, where he died in 1905. In 1902, the Earl of Hopetoun was made Marquis of Linlithgow.  A handful of anonymous tenders for a commemorative statue to Hope were considered before William Birnie Rhind's design was selected. Lady Linlithgow had requested that her late husband be represented on horseback to show his admiration for these noble beasts. Rhind's moulds were made in Scotland and the bronze was cast in Naples. Governor-General Sir John Fuller and acting Prime Minister William Hughes unveiled the statue in June 1911.",
268,Spray Lake,Artworks & Fountains,Fountain,Carlton Gardens South,-37.80580965134325,144.97252879114416,,1965,This ornamental lake in Carlton Gardens features numerous small jets of water that are set in a circle and which spray forth towards one larger central jet. The lake is bordered by a bluestone retaining wall and contains a small leafy island.,
269,Meeting 1,Artworks & Fountains,Sculpture,"NewQuay Promenade approximately 11m South of Pavilion 1, 100 Newquay Promenade, Docklands, 3008",-37.81590193817867,144.93893011222016,"Shugang, Wang - Born Beijing 1960<br>",2007,"This sculpture of eight, life-size red men crouching in a meeting circle is located at the western end of NewQuay Promenade on the Dockland's waterfront.   The bronze crouching figures have been cast from one mould which was made from a life size model. All the sculptures are painted red, a colour that the artist sees as a multicultural colour, making it ideal for Melbourne's diverse community. According to the artist, '' the colour red has multiple cultural meanings in China, historically representing happiness but during the Cultural Revolution it symbolized terror. Today red is the colour of the faded lettering praising Mao on the ceilings of the factories, coats of the Buddhist monks and the colour of wedding decorations'. In Chinese culture, the number eight is significant and is believed to bring good luck. The eight figures are 92 centimetres tall and each weighs 100 kilograms.",
270,Blowhole,Artworks & Fountains,Sculpture,Docklands Park,-37.82186285910264,144.94700936190569,"Stemler, Duncan",2005,"Blowhole, by Sydney-based artist Duncan Stemler, is a 15-metre-high wind-powered kinetic sculpture. Its many moving parts include arms and anodised aluminium cups, which interact with each other to form changing patterns, colours and shadows.   Reflecting the site's maritime theme, together the cups resemble the form of an anemometer, used on top of a yacht's mast. Blowhole is an environmentally responsive artwork, expressing states ranging from calmness to frenzy, with the rotation speed of its elements dependent on the strength and direction of the wind. By day, the anodised cups pulse with reflected sunlight, by night they are lit from within. The sculpture is also able to change its full aspect as it rotates around its vertical axis.",
271,Birrarung Wilam [Common Ground],Artworks & Fountains,Sculpture,"Birrarung Marr approximately 32m South of Toilet Birrarung Marr, Batman Avenue, Melbourne, 3000",-37.81859572477289,144.97182169813522,"COUZENS, Vicki; DARROCH, Lee; HAMM, Treahna",2006,"Birrarung Wilam ' meaning river camp ' is an environmental art project made up of several interrelated elements that celebrate the physical and spiritual connections between Indigenous people and place. The philosophy underlying the work is gulpa ngawul, a Yorta Yorta word that most closely translates as `deep listening'. Accordingly, this work by Indigenous artists Vicki Couzens (Kirrae Wurrong/Gunditjmara), Lee Darroch (Yorta Yorta, Mutti Mutti and Trawlwoolway) and Treahna Hamm (Yorta Yorta) honours the traditions of tribes throughout Victoria, particularly those of the Wurundjeri and Boonwurrung, on whose country the city and greater Melbourne is located. Birrarung Wilam listens to and commemorates cultural knowledge, stories and practices, revitalising them through the reinterpretation of tradition and the site.   The central component of the work is the mound campsite, or puulwuurn, supported by an eel pathway, two message sticks, five shields, a group of ancestor stones, interpretative panels, water vessels and an audio installation. The mound campsite is a contemporary recreation of a sitting place, an element central to Aboriginal cultural life; significant artefacts from Aboriginal groups from around Victoria have been interred within the mound. The carved hardwood message sticks stand at the site's eastern and western ends, representing the Wurundjeri/Woiwurrung and Boonwurrung people, respectively, and welcoming visitors onto the site in a gesture of reconciliation. The eel path refers to a primary food source, trapped as they were near the shallow waterfalls that once separated the freshwater river from the salty bay water, not far from this site. The five large metal shields along the riverfront stand in complementary opposition to the feminine form of the mound campsite. On the southern side of the ArtPlay building, etched-metal panels, resembling possum-skin cloaks, interpret each element of Birrarung Wilam and are augmented by a sound installation of Indigenous voices. The large, carved ancestor stones are placed to form a semi-circular performance area, a place where ceremonial and cultural practices can continue to keep the connection to land vibrant.",
272,Painted Poles 2,Artworks & Fountains,Sculpture,"Swanston Street between Flinders Lane and Collins Street approximately 8m NW of A Prickly Affair, City Pillar, 74 Swanston Street, Melbourne, 3000",-37.815756293854626,144.96681037690786,"CLARKE, Maree and HODGE, Sonja",1992,This sculpture by Indigenous artists Maree Clarke and Sonja Hodge features three poles that have been painted with the Rainbow Serpent design and with native Australian animals. The work references Jennifer McCarthy''''''''''''''''s similar three poles sited outside the State Library of Victoria. The work was part of the Swanston Street Walk Public Art Project and is not considered permanent.,
273,Bellair Street Mosaics,Artworks & Fountains,Sculpture,"Bellair Street between Macaulay Road and Wight Street approximately 3m SE of Spinifex Cafe, 192 Bellair Street, Kensington, 3031",-37.79405884375063,144.93020538561703,"Helen Bodycomb, Paul Robinson and fifteen participants",1996,"Consists of twelve colourful circular mosaics located in the pavement of Bellair Street, Kensington representing the themes of local architecture and landmarks, cars and cows, Indigenous people,  new migrants, Flemington Racetrack, wartime in Kensington, Newmarket Saleyards, the goldrush, Maribyrnong River, local flora, fauna and the future.",
274,Blue Line,Artworks & Fountains,Sculpture,"Intersection of Flinders Street and Queens Bridge approximately 32m West of Customs Square, 401 Flinders Street, Melbourne, 3000",-37.81981971289524,144.96023598489086,"Stitt, Peter McNeil",1997,"In 1997 the Northbank area was redeveloped, with the turning basin expanded and the newer viaduct bathed in blue light by night in an artwork titled ''''''''Blue Line''''''''  that consists of 1.4 kilometres of neon tubing.",
275,Australian Hellenic Memorial,Artworks & Fountains,Memorial,Kings Domain South,-37.82721242566816,144.97297393104864,"Sakaris, Evangelos <br>",2001,"Situated north-east of the Shrine of Remembrance, the memorial comprises 12 three-metre-high granite columns; these create a rectangular space laid with basalt pavers with polished curved lines. This area houses a cast-bronze urn and a limestone and oikos on a bluestone base. In classical Greek tradition, the design is open, ordered and symmetrical, its form conveying a sense of contemplative calm.   The Australian Hellenic Memorial Foundation was established in 1996 to raise funds for a memorial in Kings Domain. The memorial honours the Australian and Hellenic men and women who served in Greece and in the battle of Crete during World War II, and those who lost their lives in these campaigns. Joining the allied forces on mainland Greece in 1941, the Australian Division was greatly outnumbered by enemy forces and largely fought a battle of withdrawal. Many were evacuated to Crete with British, New Zealand and Greek soldiers, but here they were defeated in an ill-fated campaign.  As well as honouring the servicemen and women, the monument has been designed to embody the ideals of democracy, liberty and peace ' ideals articulated and embraced by the United Nations at its establishment following World War II. Representing an eternal image of Australia and Greece, the memorial is intended to have relevance to current and future generations. The Hon. Bruce Scott, Minister for Veteran Affairs, and Major General Christos Tzaferos of the Hellenic Armed Forces unveiled the memorial on 2 September 2001.",
276,Victorian Rowing Association World War 1 Memorial,Artworks & Fountains,Cenotaph,Alexandra Gardens,-37.8217592722394,144.9747725916972,,c1920,Grey granite cenotaph with bronze plaques.  Names of deceased soldiers listed by districts.  NOTE: CG 31/05 - This is not owned by CoM and will not be published on the website.,
277,Captain Cook,Artworks & Fountains,Sculpture,"Fitzroy Gardens approximately 92m West of City of Melbourne, Sinclairs Cottage, Fitzroy Gardens, Wellington Parade, East Melbourne, 3002",-37.81457924729898,144.97949435961337,"Clark, Marc",1973,"Life size bronze standing figure of Captain James Cook on brick paving. The statue was originally unveiled in 1974 to launch the Endeavour Hills housing estate where it stood on a black granite base. It was later donated to the City of Melbourne for display near Cook's Cottage, in Fitzroy Gardens. It was installed in July 1997.",
278,Eel Trap,Artworks & Fountains,Sculpture,Melbourne Park,-37.81912215786392,144.97407581389808,"CLARKE, Fiona (Kirrae Whurrong)<br>MCKEAN, Ken",2003,"Fiona Clarke and Ken McKean's Eel Trap is based on the design of a traditional Indigenous eel trap. The plate-steel sculpture is painted red and engraved with Indigenous designs. A local food source, eels were once trapped close to this site, near the shallow waterfalls that used to exist downstream, separating the freshwater of the river from the salty water of the bay. Eel Trap was commissioned by the City of Melbourne in 2003.",
279,Bandstand,Artworks & Fountains,Bandstand,"Fitzroy Gardens approximately 72m West of Toilet Opposite, 150 Clarendon Street, East Melbourne, 3002",-37.81182206803026,144.9826570546702,"DODD, George",1864,"George Dodd designed and constructed this elegant, Corinthian-style bandstand in 1864. Its sides are enclosed with low cast-iron fencing and its roof is tiled. Standing stately atop the rise on the eastern side of the Fitzroy Gardens, it affords views back over the historical gardens to the bustling city centre.",
280,Car Nuggets,Artworks & Fountains,Sculpture,"Kangan TAFE approximately 44m SW of Collins Square, 18 Batmans Hill Drive, Docklands, 3008",-37.821740069332854,144.9491420809476,Patricia Piccinini,2006,"Car Nuggets represents the essence of the car, completely removed from the pragmatics of transportation - or, in the words of the artist, ""as chicken nuggets are to chickens"". The work is a celebration of everything we desire in cars - the fluidity, the colour, the sense of speed and beauty of form- without any of the negatives. On another level, it is also a gentle critique of the superficiality of consumer culture.",
281,Queen Victoria Memorial,Artworks & Fountains,Memorial statue,Queen Victoria Gardens,-37.82184118717754,144.9724790217425,"White, James <br>",1907,"The memorial consists of a Statue of Her Majesty surmounting a globe resting upon a pedestal of emblematic design. Three steps at base of memorial, and the plinth upon which the granite columns and superstructure rest, are of grey Harcourt granite The four columns supporting the marble entablature are of Swedish red granite, surmounted by bronze Ionic capitals. From the plinth to the dome upon which the statue stands, the architectural parts are constructed of white Australian marble"" |Beneath the globe are four statues, representing Wisdom, Progress, History and Justice. Above them are four lions, and behind them a segment of the globe. Queen Victoria is represented in a standing attitude, crowned, wearing her robes of state and holding emblems of sovereignty.  (Source: Official program of the unveiling of the monument, 24th May, 1907)  News of the Queen's death in 1901 saw a wave of public mourning throughout Australia. In Melbourne, a proposal for a memorial was raised with some urgency; Melbourne was thought to have been the only large city in the Empire without a statue honouring the monarch. It was apparently not enough that the state was named after her and the city after her first prime minister. More than £7000 was raised for the memorial through public subscription, and James White was to undertake the commission. There was controversy over the conduct of the committee in selecting White and over his insistence that the marble be sculpted in Italy, rather than in Australia. But on Empire Day 1907 the memorial was unveiled on a raised mound near Linlithgow Avenue in the Queen Victoria Gardens. The lieutenant governor of Victoria, John Madden, unveiled it.  Victoria was born at Kensington Palace in London on May 24, 1819 and crowned Queen on 28 June 1838, when she was just 18 years of age. Lord Melbourne served as her first prime minister, educating her in politics and government. During her reign the British Empire reached its apogee, with vast colonies abroad and great industrial expansion and reforms at home. Notably, it was Victoria that changed the role of the monarchy to a symbolic one, the business of government being left to parliament.",
282,Outside Inside Out,Artworks & Fountains,Artwork,"The Arkley approximately 22m West of Aqua Hair Design, Tenancy 12, 15 Saint Mangos Lane, Docklands, 3008",-37.8143592312937,144.94113017903652,Matthew McCarthy,2005,"This colossal mural by designer Matthew McCarthy and typographer Andrew Trevillian spans 45 metres and sits over four levels at the ear of NewQuay's Arkley Tower. A typographical tribute to the late Australian painter Howard Arkley, it is a raw and elegant interplay of typography, words and meaning that evokes the Australian urban psyche. The work was recognised by the Australian Graphic Design Association in its 2006 National Biennial Awards for Creative Excellence.",
283,Continuum,Artworks & Fountains,Sculpture,"Waterview Walk between Bourke Street and Batmans Hill Drive approximately 41m West of Nawab's Palace Dine In, 20 Waterview Walk, Docklands, 3008",-37.8191897005887,144.9469984588285,Michael Snape,2005,"Continuum is essentially about the dance of life, reflecting the human condition of being alive. The interconnected figures encircle each other and reach up to the sky, conveying a sense of community, cooperation and wellbeing. The artist was inspired by Docklands coming to life again, impacting on the community's sense of self and causing 'an internal shift: this is the continuum.'",
284,Australian Turkish Friendship Memorial (Seeds of Friendship),Artworks & Fountains,Memorial,Kings Domain South,-37.828313799536176,144.97398190437264,"HARDING, Matthew",2014,"To commemorate the 100 year anniversary of ANZAC day, this memorial comprises of a 4 x 4 x 4m stainless steel `wreath' form, 2 granite seed pods; a casuarina to represent Australia and a pinecone to represent Turkey, bluestone pebble mosaic with copper etched `pine needles' engraved with quotes from soldiers and family members.",
285,Peter Pan,Artworks & Fountains,Sculpture,"Melbourne Zoological Gardens approximately 80m West of House 1, Melbourne Zoological Gardens, Elliott Avenue, Parkville, 3052",-37.78477297621499,144.95236482989228,"Montford, Paul <br>",1926,"Bronze sculpture of Peter Pan with an Australian bush bird on his shoulder and a kangaroo with joey along with other Australian native animals at his feet.  This statue was commissioned by Alderman Charles Jeffries in 1926 to commemorate his 31 years as councillor for the City of Melbourne. Chair of the Parks & Gardens Committee for many years, Alderman Jeffries wanted a sculpture placed in the Alexandra Gardens that would have particular appeal to children. Renowned sculptor Paul Montford created an `Australian' version of J.M. Barrie's Peter Pan to meet this brief.   Lord Mayor Morrell unveiled the statue in 1926. It was moved some time later to the conservatory in the Fitzroy Gardens, where the climatic conditions were less than ideal. In 1989, it was placed in storage to await both conservation and a decision on its new home. Jeff Gill, the Alderman's grandson, was instrumental in having the statue returned to a public site. Since 1993 it has been located at Melbourne's zoo, where, just as Alderman Jeffries envisaged, it enjoys the attention of children.",
286,The Public Purse,Artworks & Fountains,Sculpture / Seat,"Bourke Street between Swanston Street and Elizabeth Street approximately 23m NW of Bardot, Shop 3-4, Ground, 351 Bourke Street, Melbourne, 3000",-37.81409769225873,144.96340079187658,"Perry, Simon",Unveiled 12 September 1994,"Large granite purse-like object, designed as a seat located in the Bourke Street mall outside the old GPO.",
287,Frog,Artworks & Fountains,Artwork,Queen Victoria Gardens,-37.82239149972142,144.97029065221597,"Olsen, John",2013,Large 2 metre high bronze sculpture of a frog by John Olsen installed in the Children''''''''s Pond in Queen Victoria Gardens. Installed 14 December 2015,
288,Fruition,Artworks & Fountains,Sculpture,"Royal Park approximately 66m SE of Monaro, 5 Southgate Street, Parkville, 3052",-37.78958485485513,144.94300677170517,"HARDING, Matthew",2013,"Fruition is an artwork resembling a pair of oversized seed pods crafted from cor-ten steel, a kind of metal that forms a protective layer of rust oxide when exposed to the elements.",
289,Zoo Paving,Artworks & Fountains,Paving,Royal Park,-37.782561322013,144.95329393076508,"CULLITY, Kate; COURT,Tanya",1995,"In this work, which stretches along the zoo's perimeter wall and footpath, the artists have sandblasted the concrete to create floral and faunal images. Their intention was to create a visual and thematic link between the zoo and car park.",
290,Black Swan Memorial Drinking Fountain,Artworks & Fountains,Memorial Drinking Fountain,Alexandra Park,-37.819570574442366,144.97182443644516,"EWERS, Raymond B.",1974,"Also known as Cookie Memorial Drinking Fountain. This cube-shaped, bluestone drinking fountain produced in diagonally cut stone features a bronze plaque with a raised image of Cookie (a black swan) and dedicatory inscription.  Raymond Ewers was born in Wyalong, NSW, and studied sculpture at RMIT, Melbourne. In 1974 he produced this fountain in memory of a black swan named Cookie, which frequented the Alexandra Gardens for many years and was well known to the public and accidentally killed on 16th May, 1972.",
291,Art Wall,Artworks & Fountains,Sculpture,Channel 7 Melbourne Broad Cast Centre,-37.81569486070456,144.9462026449502,Peter D. Cole,2000,"Art Wall was commissioned by the Seven Network for the rear of its building. The piece is about the relationship between television and image - the nature of television as a transmitter of electronic images, the perception of those images, and the intimacy of television as a medium. A series of small windows contain three distinct 3D installations -a diorama, a scale model of a television room with a tiny working television set, and a series of printed glass elements.",
292,Widow and Children,Artworks & Fountains,Statue,"Shrine of Remembrance Reserve approximately 42m SW of The Gardens Shop, Gardens Shop, 100 Birdwood Avenue, Melbourne, 3004",-37.83028190715433,144.9743398250947,"Laumen, Louis",1998,Bronze statue of a mother and two children located in the Legacy Garden of Appreciation.,
293,Port Philip Monument,Artworks & Fountains,Monument,"Footscray Road between Dock Link Road and Sims Street approximately 62m East of 717 Footscray Road, West Melbourne, 3003",-37.8067376454504,144.90868793767592,Unknown,1941,"This basalt obelisk was erected in 1941 to commemorate the first landing of Europeans in the Melbourne area. It is positioned at the original junction of the Yarra and Maribyrnong Rivers, the two waterways explored by Charles Grimes in 1803, when he arrived from Sydney.   While it is commonly believed that John Batman first extolled the virtues of site of Melbourne in 1835, some 32 years earlier Grimes made the claim that it was `the most eligible place for a village'. Claude Smith, a keen local historian and Footscray councillor, proposed the monument in 1937. He maintained that had the Maribyrnong been a freshwater rather than a saltwater stream, the site of Footscray would have been the state's capital.  The monumnet was unveiled 23 November 1941.",
294,Boy and Urn,Artworks & Fountains,Fountain,Fitzroy Gardens,-37.81212180360231,144.97970323398684,unknown,c1900,"Small bronze figure of a boy holding a tipped urn on his shoulder from which water flows into a bowl underneath. The figure is positioned atop a rockery.  During the night of March 18th 2016, the Boy and Urn statue was stolen from Fitzroy Gardens",
295,Island Wave,Artworks & Fountains,Sculpture,"Victoria Market Reserve approximately 22m West of Complex Training Academy, Gnd & Mezz, 400 Queen Street, Melbourne, 3000",-37.809326424568866,144.95805722764143,"ALI, Zoe",2003,"Island Wave is a large work that comprises a repeated motif and is sited on the Franklin and Queen Streets roundabout. Young's motif is a French curve, to which she was drawn for its sensuality and its past use as a mechanical drawing aid for the technical works executed by engineers and architects. The repetition of this motif along the curve of the roundabout creates a sense of movement, particularly for the motorist travelling alongside it. It is scaled to give the sensation of both moving in rhythm to and being engulfed by a wave. Unlike a solid monolithic sculpture, there is a `lightness' about Island Wave, which is achieved by its thinness, its open form and the sense of movement it evokes. Island Wave engages both the motorist and pedestrian, and its prominent location near Queen Victoria Market ensures that it has a local and international audience.",
296,Dr Louis Smith,Artworks & Fountains,Bust,"Exhibition Building & Melbourne Museum approximately 96m West of Royal Exhibition Building, 9 Nicholson Street, Carlton, 3053",-37.80474430914415,144.97245207113764,"McKennal, Sir Edgar Bertram <br><br>",1914,"Bronze bust of Dr Louis Smith on granite pedestal. Unveiled on 26 March 1914 by Sir Henry Weedon.  The bust was situated in the gardens east of the Royal Exhibition Building between 1914 and 1996.|The sculpture was removed from the site to protect it when work commenced on the new Melbourne Museum.  It has since been returned to its original site. Born in London in 1830, Dr Louis Smith immigrated to Melbourne in 1852. Besides medicine, Smith had a career as a politician, during which he was accused and acquitted of corruption several times. An important figure during the development of the Exhibition Building, Smith was chair of the trustees from 1884 to 1909 and a trustee from 1881 until his death in 1910. Bertram Mackennal's bronze bust of Smith was funded by public subscription and is sited at the eastern entrance to his beloved building.  Born in London in 1830, Smith studied medicine in Paris and London before migrating to Melbourne in 1852 as a ship''''''''s surgeon.  The next year he opened a surgery in Bourke Street, and soon became quite successful.    Sir Edgar Bertram MacKennal- Born in Fitzroy in 1863, Mackennal studied at the Melbourne Model School, King''''''''s College, and the National Gallery.  He travelled to London, Paris and Italy in 1882, before being appointed head of modelling and design at Coalport Potteries in Shropshire in 1886.|He briefly returned to Melbourne to make relief panels for Parliament House, but soon returned to Paris in 1891.  He exhibited at the Royal Academy in 1895 and soon found himself in demand.  Some of his commissions include Queen Victoria (in England, India and Ballarat), the statues of Cardinal Moran and Archbishop Kelly at St Mary''''''''s Cathedral, Sydney, the medal for the London Olympics and several statues around Melbourne including Sir William Clarke and King Edward VII. He was Knighted in 1921, and elected to the Royal Academy in 1922.",
297,Edward George Honey Memorial,Artworks & Fountains,Sculpture,"Kings Domain South approximately 36m NW of The Gardens Shop, Gardens Shop, 100 Birdwood Avenue, Melbourne, 3004",-37.82975546446717,144.97441978122478,Unknown,1965,"This memorial consists of a large boulder set into a small paved area in a nature strip off Birdwood Ave (east side). It was unveiled in May 1965. Fittingly, the memorial is located opposite the Shrine of Remembrance. It is to Edward George Honey that we owe the ritual of observing two minutes' silence in commemoration of the war fallen.   Erected by Eric Harding. Unveiled by Lord Mayor Cr Curtis, 7 May 1965",
298,Mermaid and Fish,Artworks & Fountains,Sculpture,"Fitzroy Gardens approximately 41m NW of Holy Trinity Anglican Church, 72-80 Clarendon Street, East Melbourne, 3002",-37.81384199949477,144.98275871683995,"BOWLES, William Leslie",1936,"Pyrmont Sandstone sculpture depicting a mermaid with a split tail leaning against a large fish which is supported by waves. The figure is perched atop a Pyrmont sandstone self-base.  William Leslie Bowles joined the Australian War Memorial as a sculptor and model maker in 1924. On leaving the memorial in 1931, Bowles undertook many public commissions. In 1935, three of Bowles' designs were selected to replace the existing and much deteriorated statuary in Fitzroy Gardens. Mermaid and Fish along with Boy and Pelican were placed either side of the Clarendon Street entrance to the Fitzroy Gardens on 5 October 1936, while his Diana and the Hounds is sited at the conservatory.",
299,Looking Glass,Artworks & Fountains,Sculpture,"City Square approximately 11m South of Three Below, Shop 3, 207 Collins Street, Melbourne, 3000",-37.81613995849352,144.9673081996758,"Sullivan, Denise",2000,"A water feature commemorating the sister city relationships between Melbourne and Osaka, Tianjin, Thessaloniki Boston and St. Petersburg located in City Square.  This artwork was formerly located at City Square but was removed due to works associated with Metro Tunnel Project works. The glass artwork components are now in storage",
300,Raising the Rattler Pole,Artworks & Fountains,Sculpture,Flinders & Spencer Street Reserve,-37.82090066454161,144.95469275536306,David Michael Bell,2013,"David Michael Bell's public art work, Raising the Rattler Pole ' The Last of the Connies, is a theatrical tribute to one of Melbourne's iconic heroes ' the W-Class `rattler' tram. The 1:1 scale replica is finished in a realistic bluestone effect, an aesthetic in keeping with historical Melbourne buildings of the W-Class era and a subtle homage to the conventional stone plinth of traditional monuments.   Upended and tilted at 10 degrees, the Rattler forms its own monument to a bygone era.   At night the headlights and windows gently glow much like a block of city apartments filled with unseen after-hours activities.",
301,Exhibition Fountain,Artworks & Fountains,Fountain,Carlton Gardens South,-37.80545677024263,144.97136832705928,"HOCHGURTEL, Josef",1880,"Also known as Hochgurtel Fountain Three colossal figures, half man, half fish support the first ledge. Above this ledge dance four boys hand in hand representing commerce, industry, science and arts, symbolic designs being shown over their heads.  Above the dancers is a second ledge which is embellished with flowers and birds indigenous to Victoria.  This design is domed by a further ledge surmounted by a boy bearing a basket of fishes on his head. It is constructed from Portland Cement on a frame of stone and iron.  The colossal fountain stands some 10 metres high on the south side of the Royal Exhibition Building, outside the Great Hall. It was constructed for the first of Melbourne's two grand international world fairs. The fountain's visual elements were designed to display the young colony's confidence and advancement, simultaneously signalling the purpose of world fairs to display the produce and industry of nations. At the central level of the fountain, four youths (representing a young and vibrant colony) dance below symbols of the arts, science, commerce and industry; for example, musical instruments, a telescope, sailing ship, steam engine and globe of the world. Above this are images of Victoria's indigenous flora and fauna, and a boy with a clamshell. Holding all of this aloft are four merpeople rising up from the waters of the lower pool. Built during Victoria's boom years, the fountain's spouting water, it was thought, would demonstrate the power and success of the recently established Yan Yean project, which brought potable water to the city. On opening day, however, the pressure was too poor to affect much more than a spurt from the apex of the grand edifice.   In 1994, Hochgurtel's fountain underwent major restoration. It remains a great reminder of the glorious days of Marvellous Melbourne.",
302,Westgarth Drinking Fountain,Artworks & Fountains,Drinking Fountain,"Exhibition Building & Melbourne Museum approximately 28m South of Royal Exhibition Building, 9 Nicholson Street, Carlton, 3053",-37.80509129697919,144.97341733159385,Alexander McDonald & Co,c1888,"This tiered drinking fountain has two cast-bronze drinking spouts, each taking the form of an emu. A delightful example of Australiana, it has two embracing kangaroos surmounting the drinking troughs, which in turn are surmounted by a finial-like bronze and glass light.  Manufactured by Alexander McDonald & Co., this pink-granite fountain was presented to the people of Victoria by 1840s pioneer William Westgarth when he returned to Melbourne to visit the Centennial Exhibition in 1888. It was removed from its original site around 1953, after which Giannarelli & Sons acquired it for their land at Merri Creek, Northcote. It was never erected at Northcote, but Giannarelli restored the work for temporary erection at one of the main entrances (on Melbourne Avenue) to the 1988 Brisbane Expo. In 1993, it was purchased from the company and returned to the historic Carlton Gardens.",
303,Burke and Wills Monument,Artworks & Fountains,Statue,"Swanston Street between Flinders Lane and Collins Street approximately 25m NW of A Prickly Affair, City Pillar, 74 Swanston Street, Melbourne, 3000",-37.81563369944254,144.96670400596955,"Summers, Charles",1865,"Two larger than life size figures of Burke and Wills, Burke stands with feet apart left of Wills who is seated with right foot forward, Burke''''''''s forearm rests on Wills'''''''' left shoulder. Both figures gaze to the left. Wills has an open book in his lap and is reposed from writing. Self-base of bronze mounted atop granite blocks, rough hewn with finished edges. Bronze bas-relief plaques depicting number of events during exploration surround all four sides of the plinth.  The ill-fated journey of Burke and Wills is one of the most recited episodes in Australian history, and one that Summers would have a role in memorialising. Burke and Wills' journey began amid glorious public sentiment of hope and pride as their team set off for the Gulf of Carpentaria. Among other things, the publicly funded expedition would help solve the puzzle of what lay in Australia's interior, and at a time of interstate rivalry it would bring triumph to Victoria. But the expedition ended as a sorry tale of rash decision-making and unfortunate timing, and ultimately with the deaths of Burke, Wills and Gray.   On 2 November 1861, news of the death of Burke and Wills reached Melbourne, and within days grief swept the city; more than 40,000 people are said to have paid their last respects to the fallen heroes. The Victorian government announced a memorial would be erected and Charles Summers submitted the winning design. Burke stands to the left of the seated Wills, his forearm resting on his companion's shoulder. A book lays open book in Wills' lap. Mounted atop granite blocks, the statue also features bronze bas-relief plaques depicting events during the expedition. It was unveiled on 21 April 1865 ' the fourth anniversary of Burke and Wills' return to Coopers Creek.   The monument, too, has had something of a journey, having been relocated several times. In 1993, it underwent two months' restoration before being relocated in its fifth and current site. Some critics derided the work as `grotesque', pointing particularly to the elongated necks of the subjects.  Burke and Wills Monument was removed from its site on the corner of Swanston and Collins Streets in April 2017 in connection with the Metro Tunnel Project. It is currently in storage and will be returned to its former location in about 2022.",
304,Australia Today and Tomorrow,Artworks & Fountains,Sculpture,"Council House approximately 13m NE of Up There, 208 Little Collins Street, Melbourne, 3000",-37.81405489268127,144.96733869785558,"DULDIG, Karl",1970,"Duldig's Australia Today and Tomorrow is a bronze wall sculpture located at the Council House 1 entrance, 200 Little Collins Street, Melbourne. It demonstrates a hallmark of his work; although part of the modernist tradition, the émigré's sculptures always took a figurative form. The work consists of fragmented geometric abstract and figurative forms in beaten, moulded and crumpled bronze and suspended in relief from a bronze grid.   It was commissioned by Henry Krongold, the Polish'Australian businessman who owned the car park upon which this building was constructed. Krongold sold the building to council several years later, and the artwork was transferred with the land title.",
305,Stapley Memorial Drinking Fountain,Artworks & Fountains,Drinking Fountain,"Birrarung Marr approximately 97m South of Birrarung Marr, Batman Avenue, Melbourne, 3000",-37.81891097559535,144.97302122652613,Unknown,1936,"Grey granite drinking fountain with 2 troughs located at Birrarung Marr.  In 1936, the area between the Yarra River and Batman Avenue was named Stapley Parade Reserve, after Councillor Frank Stapley, who represented the Albert Ward from 1898 to 1939 and served as mayor over 1917 and 1918. Identical granite drinking fountains were erected at either end of the reserve. They were engraved with `Stapley Ave', which is now known as Birrarung Marr.   Unveiled 23 April 1936",
306,Heavy Metal Jam Session,Artworks & Fountains,Sculpture,"Costco approximately 92m North of Nando's, Ground, 1 Star Circus, Docklands, 3008",-37.8113298032748,144.93795521998828,Louise Paramor,2009,"Heavy Metal Jam Session is a striking landscape of strangely familiar objects. A shipping pallet, stools, hoops and other domestic and industrial objects have been `jammed' together in playful combination of scale, colour and form.",
